ScoreFMMPAM_FID,CovCount,PointCount,ScoresWin,hwLenKM,Scores,VenueCnt,VALUE,YEAR,IsFMM,UserDaysPA,DaysPAFina,Sum_length,days_pa_km,IsPaM
719,11,1,0.001784,1.094684,0.001784,1,,,0,,,,,0
720,11,1,0.001851,1.055038,0.001851,2,,,0,,,,,0
721,11,1,0.003834,0.509378,0.003834,1,,,0,,,,,0
722,11,3,0.031372,0.996106,0.031372,1,,,0,,,,,0
723,11,3,0.059905,0.521658,0.059905,2,,,0,,,,,0
724,11,4,0.056584,2.209116,0.056584,1,,,0,,,,,0
725,11,2,0.005392,1.448941,0.005392,2,,,0,,,,,0
726,11,3,0.023278,1.34247,0.023278,4,,,0,,,,,0
727,11,3,0.024751,1.262575,0.024751,2,,,0,,,,,0
728,11,1,0.003025,0.645573,0.003025,1,,,0,,,,,0
729,11,5,0.340415,1.468797,0.340415,5,,,0,,,,,0
730,11,3,0.081662,0.382676,0.081662,4,,,0,,,,,0
731,11,1,0.003948,0.494688,0.003948,1,,,0,,,,,0
732,11,6,1.412914,1.415514,1.412915,1,,,0,,,,,0
733,11,1,0.002524,0.773755,0.002524,1,,,0,,,,,0
734,10,1,0.005786,0.675091,0.005786,1,,,0,,,,,0
735,10,2,0.02402,0.650494,0.02402,1,,,0,,,,,0
736,10,2,0.139625,0.111907,0.139624,0,,,0,,,,,0
737,11,5,0.321839,1.55357,0.321839,4,,,0,,,,,0
738,11,1,0.000952,2.052099,0.000952,0,,,0,,,,,0
739,11,4,0.162244,0.770445,0.162244,3,,,0,,,,,0
740,11,5,0.168057,2.975175,0.168057,3,,,0,,,,,0
741,11,7,7.957064,1.005396,7.95706,7,,,0,,,,,0
742,11,3,0.027932,1.118772,0.027932,3,,,0,,,,,0
743,11,1,0.002389,0.817527,0.002389,2,,,0,,,,,0
744,11,1,0.007371,0.26499,0.007371,0,,,0,,,,,0
745,11,1,0.001639,1.191786,0.001639,1,,,0,,,,,0
746,11,3,0.031114,1.004387,0.031113,3,,,0,,,,,0
747,11,5,0.495942,1.008183,0.495942,4,,,0,,,,,0
748,11,2,0.007751,1.007931,0.007751,2,,,0,,,,,0
749,11,1,0.003454,0.565464,0.003454,1,,,0,,,,,0
750,11,1,0.004773,0.409207,0.004773,1,,,0,,,,,0
751,11,1,0.001919,1.017561,0.001919,1,,,0,,,,,0
752,11,5,0.684032,0.73096,0.684032,3,,,0,,,,,0
753,11,1,0.001781,1.09655,0.001781,1,,,0,,,,,0
754,11,1,0.001879,1.039679,0.001879,1,,,0,,,,,0
755,11,2,0.158276,0.04936,0.158277,2,,,0,,,,,0
756,11,1,0.001842,1.060587,0.001842,0,,,0,,,,,0
757,11,3,0.025871,1.207935,0.025871,3,,,0,,,,,0
758,11,2,0.006916,1.1296,0.006916,2,,,0,,,,,0
759,11,1,0.000796,2.453659,0.000796,1,,,0,,,,,0
760,11,1,0.000581,3.360586,0.000581,1,,,0,,,,,0
761,11,2,0.004244,1.841007,0.004244,1,,,0,,,,,0
762,11,1,0.003334,0.585875,0.003334,0,,,0,,,,,0
763,11,1,0.001831,1.066477,0.001831,1,,,0,,,,,0
764,11,2,0.016475,0.474195,0.016475,2,,,0,,,,,0
765,11,1,0.001598,1.222096,0.001598,1,,,0,,,,,0
766,11,2,0.007774,1.004908,0.007774,3,,,0,,,,,0
767,11,3,0.013299,2.349886,0.013299,2,,,0,,,,,0
768,11,4,0.277974,0.449683,0.277974,3,,,0,,,,,0
769,11,4,0.051545,2.425059,0.051545,2,,,0,,,,,0
770,11,4,0.140515,0.889587,0.140515,2,,,0,,,,,0
771,11,1,0.001791,1.090654,0.001791,1,,,0,,,,,0
772,11,1,0.002459,0.794369,0.002459,1,,,0,,,,,0
773,11,1,0.001778,1.098314,0.001778,1,,,0,,,,,0
774,14,1,0.000218,1.119036,0.000218,0,,,0,,,,,0
775,11,3,0.028104,1.111928,0.028104,3,,,0,,,,,0
776,11,1,0.003639,0.536777,0.003639,1,,,0,,,,,0
777,11,1,0.002797,0.698177,0.002797,1,,,0,,,,,0
778,14,4,0.132575,0.117858,0.132574,0,,,0,,,,,0
779,14,2,0.000634,1.539543,0.000634,2,,,0,,,,,0
780,14,2,0.000544,1.79667,0.000544,4,,,0,,,,,0
781,14,1,0.000146,1.670591,0.000146,3,,,0,,,,,0
782,14,4,0.008508,1.836588,0.008508,3,,,0,,,,,0
783,14,3,0.0023,1.698418,0.0023,2,,,0,,,,,0
784,14,1,0.012484,0.019556,0.012484,0,,,0,,,,,0
785,14,5,0.051162,1.221599,0.051162,1,,,0,,,,,0
786,14,1,0.000136,1.790696,0.000136,1,,,0,,,,,0
787,14,9,15.578781,1.027038,15.578777,5,,,0,,,,,0
788,14,2,0.000773,1.263914,0.000773,2,,,0,,,,,0
789,14,1,0.000369,0.661042,0.000369,1,,,0,,,,,0
790,14,1,0.000425,0.574871,0.000425,1,,,0,,,,,0
791,14,2,0.001072,0.910628,0.001072,2,,,0,,,,,0
792,12,8,5.647171,2.833277,5.647171,4,,,0,,,,,0
793,14,2,0.000892,1.095239,0.000892,2,,,0,,,,,0
794,14,2,0.00094,1.039346,0.00094,2,,,0,,,,,0
795,14,1,0.000228,1.06977,0.000228,1,,,0,,,,,0
796,14,6,0.115221,2.169739,0.115221,6,,,0,,,,,0
797,12,1,0.000948,1.030217,0.000948,1,,,0,,,,,0
798,13,4,0.032454,0.962896,0.032454,4,,,0,,,,,0
799,12,1,0.000931,1.048481,0.000931,1,,,0,,,,,0
800,13,5,0.098196,1.272967,0.098196,2,,,0,,,,,0
801,14,1,0.000379,0.644025,0.000379,1,,,0,,,,,0
802,14,1,0.000194,1.25816,0.000194,1,,,0,,,,,0
803,12,6,0.644896,1.550638,0.644896,5,,,0,,,,,0
804,14,6,0.188171,1.328581,0.188171,4,,,0,,,,,0
805,14,1,0.000266,0.918014,0.000266,0,,,0,,,,,0
806,12,5,0.20081,1.244957,0.20081,3,,,0,,,,,0
807,12,2,0.003422,1.141348,0.003422,2,,,0,,,,,0
808,14,2,0.002472,0.395116,0.002472,1,,,0,,,,,0
809,14,4,0.00645,2.422465,0.00645,4,,,0,,,,,0
810,14,4,0.004059,3.849585,0.004059,6,,,0,,,,,0
811,14,4,0.03679,0.424712,0.03679,1,,,0,,,,,0
812,14,1,0.000165,1.476983,0.000165,1,,,0,,,,,0
813,14,2,0.000951,1.027374,0.000951,2,,,0,,,,,0
814,14,1,0.000243,1.006158,0.000243,1,,,0,,,,,0
815,14,2,0.000629,1.552264,0.000629,2,,,0,,,,,0
816,14,2,0.000352,2.77757,0.000352,2,,,0,,,,,0
817,12,2,0.00299,1.306351,0.00299,1,,,0,,,,,0
818,14,4,0.016707,0.935239,0.016707,3,,,0,,,,,0
819,14,2,0.000946,1.03219,0.000946,2,,,0,,,,,0
820,12,2,0.003835,1.018555,0.003835,2,,,0,,,,,0
821,12,4,0.084155,0.742673,0.084155,1,,,0,,,,,0
822,14,3,0.004726,0.826628,0.004726,3,,,0,,,,,0
823,14,1,0.000082,2.991393,0.000082,1,,,0,,,,,0
824,14,2,0.000951,1.027121,0.000951,3,,,0,,,,,0
825,14,3,0.007407,0.527408,0.007407,4,,,0,,,,,0
826,14,6,0.119641,2.089592,0.119641,5,,,0,,,,,0
827,14,5,0.071543,0.873597,0.071543,0,,,0,,,,,0
828,14,1,0.000369,0.661758,0.000369,1,,,0,,,,,0
829,14,1,0.000086,2.847038,0.000086,1,,,0,,,,,0
830,12,1,0.000666,1.466384,0.000666,1,,,0,,,,,0
831,12,6,0.983012,1.017282,0.983012,3,0.2231,28,1,,,,,0
832,12,2,0.003952,0.988327,0.003952,2,0.0154,14,1,,,,,0
833,12,6,1.400735,0.713911,1.400734,2,0.0019,4,1,,,,,0
834,12,2,0.001416,2.758828,0.001416,2,0.2231,28,1,,,,,0
835,12,1,0.00218,0.447888,0.00218,1,0.2231,28,1,,,,,0
836,12,1,0.002597,0.375994,0.002597,1,0.0019,4,1,,,,,0
837,0,0,0,1.63769,0,0,,,0,0,0,0,0,1
838,0,0,0,1.028026,0,0,,,0,0,0,0,0,1
839,0,0,0,1.198316,0,0,,,0,0,0,0,0,1
840,0,0,0,0.032847,0,0,,,0,0,0,0,0,1
841,0,0,0,1.199522,0,0,,,0,0,0,0,0,1
842,0,0,0,1.660332,0,0,,,0,0,0,0,0,1
843,0,0,0,0.341631,0,0,,,0,0,0,0,0,1
844,0,0,0,1.801527,0,0,,,0,0,0,0,0,1
845,0,0,0,1.209749,0,0,,,0,0,0,0,0,1
846,0,0,0,0.966087,0,0,,,0,0,0,0,0,1
847,0,0,0,0.659192,0,0,,,0,3.334463,3.334463,0.659192,5.058407,1
848,0,0,0,0.869451,0,0,,,0,0,0,0,0,1
849,0,0,0,1.961756,0,0,,,0,0,0,0,0,1
850,0,0,0,0.673312,0,0,,,0,0,0,0,0,1
851,0,0,0,0.881397,0,0,,,0,5.292425,5.292425,0.881397,6.004587,1
852,0,0,0,0.393583,0,0,,,0,0,0,0,0,1
853,0,0,0,1.63882,0,0,,,0,0,0,0,0,1
854,0,0,0,1.767754,0,0,,,0,0,0,0,0,1
855,0,0,0,0.04156,0,0,,,0,0,0,0,0,1
856,0,0,0,2.419915,0,0,,,0,0,0,0,0,1
857,0,0,0,0.613774,0,0,,,0,0,0,0,0,1
858,0,0,0,0.766398,0,0,,,0,0,0,0,0,1
859,0,0,0,0.27216,0,2,,,0,0,0,0,0,1
860,0,0,0,1.308124,0,0,,,0,0.65225,0.65225,1.308124,0.498615,1
861,0,0,0,2.631827,0,0,,,0,0,0,0,0,1
862,0,0,0,0.660125,0,0,,,0,0,0,0,0,1
863,0,0,0,0.841547,0,0,,,0,0,0,0,0,1
864,0,0,0,1.406907,0,0,,,0,0,0,0,0,1
865,0,0,0,1.837228,0,0,,,0,0,0,0,0,1
866,0,0,0,1.539331,0,0,,,0,0,0,0,0,1
867,0,0,0,2.210732,0,0,,,0,0,0,0,0,1
868,0,0,0,0.521917,0,0,,,0,0,0,0,0,1
869,0,0,0,0.343325,0,0,,,0,0,0,0,0,1
870,0,0,0,0.609413,0,0,,,0,0,0,0,0,1
871,0,0,0,0.573278,0,0,,,0,0.020484,0.020484,0.573278,0.035731,1
872,0,0,0,0.091438,0,0,,,0,0,0,0,0,1
873,0,0,0,1.736245,0,0,,,0,0,0,0,0,1
874,0,0,0,0.041692,0,0,,,0,0,0,0,0,1
875,0,0,0,0.052879,0,0,,,0,0,0,0,0,1
876,0,0,0,1.208166,0,0,,,0,0,0,0,0,1
877,0,0,0,1.035631,0,0,,,0,0,0,0,0,1
878,0,0,0,1.098345,0,0,,,0,0,0,0,0,1
879,0,0,0,0.189912,0,0,,,0,0,0,0,0,1
880,0,0,0,1.719909,0,0,,,0,0,0,0,0,1
881,0,0,0,0.053918,0,0,,,0,0,0,0,0,1
882,0,0,0,0.197432,0,0,,,0,0,0,0,0,1
883,0,0,0,0.203065,0,0,,,0,0,0,0,0,1
884,0,0,0,1.210416,0,0,,,0,0,0,0,0,1
885,0,0,0,2.53455,0,0,,,0,0,0,0,0,1
886,0,0,0,0.516745,0,0,,,0,0,0,0,0,1
887,0,0,0,0.156056,0,0,,,0,0,0,0,0,1
888,0,0,0,0.595431,0,0,,,0,0,0,0,0,1
889,0,0,0,1.182495,0,0,,,0,0,0,0,0,1
890,0,0,0,0.677465,0,0,,,0,0,0,0,0,1
891,0,0,0,1.262352,0,0,,,0,0,0,0,0,1
892,0,0,0,0.019944,0,0,,,0,0,0,0,0,1
893,0,0,0,0.422838,0,0,,,0,0,0,0,0,1
894,0,0,0,0.763311,0,0,,,0,0,0,0,0,1
895,0,0,0,0.678871,0,0,,,0,0,0,0,0,1
896,0,0,0,0.984035,0,0,,,0,,,,,0
897,0,0,0,2.286593,0,0,,,0,,,,,0
898,0,0,0,1.078769,0,0,,,0,,,,,0
899,0,0,0,0.156237,0,0,,,0,,,,,0
900,0,0,0,0.64804,0,0,,,0,,,,,0
901,0,0,0,1.156032,0,0,,,0,,,,,0
902,0,0,0,1.236128,0,0,,,0,,,,,0
903,0,0,0,0.931282,0,0,,,0,,,,,0
904,0,0,0,1.205084,0,0,,,0,,,,,0
905,0,0,0,1.079965,0,0,,,0,,,,,0
906,0,0,0,0.96892,0,0,,,0,,,,,0
907,0,0,0,0.738858,0,0,,,0,,,,,0
908,0,0,0,1.198086,0,0,,,0,,,,,0
909,0,0,0,1.117106,0,0,,,0,,,,,0
910,0,0,0,0.136083,0,0,,,0,,,,,0
911,0,0,0,1.124214,0,0,,,0,,,,,0
912,0,0,0,1.258311,0,0,,,0,,,,,0
913,0,0,0,0.164294,0,0,,,0,,,,,0
914,0,0,0,1.203935,0,0,,,0,,,,,0
915,0,0,0,0.418448,0,0,,,0,,,,,0
916,0,0,0,0.213105,0,0,,,0,,,,,0
917,0,0,0,1.228849,0,0,,,0,,,,,0
918,0,0,0,0.317554,0,0,,,0,,,,,0
919,0,0,0,1.043268,0,0,,,0,,,,,0
920,0,0,0,0.614449,0,0,,,0,,,,,0
921,0,0,0,1.191396,0,0,,,0,,,,,0
922,0,0,0,0.106387,0,0,,,0,,,,,0
923,0,0,0,1.289846,0,0,,,0,,,,,0
924,0,0,0,0.390973,0,0,,,0,,,,,0
925,0,0,0,0.895044,0,0,,,0,,,,,0
926,0,0,0,1.041876,0,0,,,0,,,,,0
927,0,0,0,0.918474,0,0,,,0,,,,,0
928,0,0,0,0.36131,0,0,,,0,,,,,0
929,0,0,0,1.232693,0,0,,,0,,,,,0
930,0,0,0,0.21704,0,0,,,0,,,,,0
931,0,0,0,1.327232,0,0,,,0,,,,,0
932,0,0,0,0.105798,0,0,,,0,,,,,0
933,0,0,0,1.221559,0,0,,,0,,,,,0
934,0,0,0,0.39577,0,0,,,0,,,,,0
935,0,0,0,1.038975,0,0,,,0,,,,,0
936,0,0,0,1.199235,0,0,,,0,,,,,0
937,0,0,0,1.318226,0,1,,,0,,,,,0
938,0,0,0,0.309623,0,0,,,0,,,,,0
939,0,0,0,0.882902,0,0,,,0,,,,,0
940,0,0,0,1.155042,0,0,,,0,,,,,0
941,0,0,0,0.336166,0,0,,,0,,,,,0
942,0,0,0,0.902177,0,0,,,0,,,,,0
943,0,0,0,1.063643,0,0,,,0,,,,,0
944,0,0,0,1.031441,0,0,,,0,,,,,0
945,0,0,0,0.193854,0,0,,,0,,,,,0
946,0,0,0,0.924122,0,0,,,0,,,,,0
947,0,0,0,1.130214,0,0,,,0,,,,,0
948,0,0,0,0.287283,0,0,,,0,,,,,0
949,0,0,0,0.844265,0,0,,,0,,,,,0
950,0,0,0,1.19827,0,0,,,0,,,,,0
951,0,0,0,0.134107,0,0,,,0,,,,,0
952,0,0,0,1.050569,0,0,,,0,,,,,0
953,0,0,0,1.049338,0,0,,,0,,,,,0
954,0,0,0,1.161675,0,0,,,0,,,,,0
955,0,0,0,0.256586,0,0,,,0,,,,,0
956,0,0,0,1.002401,0,0,,,0,,,,,0
957,0,0,0,1.003591,0,0,,,0,,,,,0
958,0,0,0,2.948753,0,0,,,0,,,,,0
959,0,0,0,0.895461,0,0,,,0,,,,,0
960,0,0,0,0.488591,0,0,,,0,,,,,0
961,0,0,0,1.339119,0,0,,,0,,,,,0
962,0,0,0,1.386183,0,0,,,0,,,,,0
963,0,0,0,0.705245,0,0,,,0,,,,,0
964,0,0,0,5.409082,0,0,,,0,,,,,0
965,0,0,0,1.647705,0,0,,,0,,,,,0
966,0,0,0,0.021041,0,0,,,0,,,,,0
967,0,0,0,1.814132,0,0,,,0,,,,,0
968,0,0,0,1.997619,0,0,,,0,,,,,0
969,0,0,0,0.139232,0,0,,,0,,,,,0
970,0,0,0,1.125582,0,0,,,0,,,,,0
971,0,0,0,1.092742,0,0,,,0,,,,,0
972,0,0,0,0.370522,0,0,,,0,,,,,0
973,0,0,0,0.950882,0,0,,,0,,,,,0
974,0,0,0,5.310675,0,0,,,0,,,,,0
975,0,0,0,1.402526,0,0,,,0,,,,,0
976,0,0,0,0.302482,0,0,,,0,,,,,0
977,0,0,0,0.757046,0,0,,,0,,,,,0
978,0,0,0,0.746668,0,0,,,0,,,,,0
979,0,0,0,1.208475,0,0,,,0,,,,,0
980,0,0,0,3.870115,0,0,,,0,,,,,0
981,0,0,0,4.100932,0,0,,,0,,,,,0
982,0,0,0,1.091135,0,0,,,0,,,,,0
983,0,0,0,0.32798,0,0,,,0,,,,,0
984,0,0,0,1.049741,0,0,,,0,,,,,0
985,0,0,0,1.056276,0,0,,,0,,,,,0
986,0,0,0,0.164726,0,0,,,0,,,,,0
987,0,0,0,0.984532,0,0,,,0,,,,,0
988,0,0,0,1.149499,0,0,,,0,,,,,0
989,0,0,0,0.092725,0,0,,,0,,,,,0
990,0,0,0,1.122039,0,0,,,0,,,,,0
991,0,0,0,0.203916,0,0,,,0,,,,,0
992,0,0,0,1.264494,0,0,,,0,,,,,0
993,0,0,0,0.116804,0,0,,,0,,,,,0
994,0,0,0,0.361872,0,0,,,0,,,,,0
995,0,0,0,2.882779,0,0,,,0,,,,,0
996,0,0,0,1.843932,0,0,,,0,,,,,0
997,0,0,0,0.498967,0,0,,,0,,,,,0
998,0,0,0,0.983363,0,0,,,0,,,,,0
999,0,0,0,1.824178,0,0,,,0,,,,,0
1000,0,0,0,0.392337,0,0,,,0,,,,,0
1001,0,0,0,0.493875,0,0,,,0,,,,,0
1002,0,0,0,0.528192,0,0,,,0,,,,,0
1003,0,0,0,1.610955,0,0,,,0,,,,,0
1004,0,0,0,0.328534,0,0,,,0,,,,,0
1005,0,0,0,1.003283,0,0,,,0,,,,,0
1006,0,0,0,1.520231,0,0,,,0,,,,,0
1007,0,0,0,2.320741,0,0,,,0,,,,,0
1008,0,0,0,1.807366,0,0,,,0,,,,,0
1009,0,0,0,0.883058,0,0,,,0,,,,,0
1010,0,0,0,0.575673,0,0,,,0,,,,,0
1011,0,0,0,1.960339,0,0,,,0,,,,,0
1012,0,0,0,2.893787,0,0,,,0,,,,,0
1013,0,0,0,3.9268,0,0,,,0,,,,,0
1014,0,0,0,0.403322,0,0,,,0,,,,,0
1015,0,0,0,0.795405,0,0,,,0,,,,,0
1016,0,0,0,0.378958,0,0,,,0,,,,,0
1017,0,0,0,0.677418,0,0,,,0,,,,,0
1018,0,0,0,0.482241,0,0,,,0,,,,,0
1019,0,0,0,2.124093,0,0,,,0,,,,,0
1020,0,0,0,0.17211,0,0,,,0,,,,,0
1021,0,0,0,1.225633,0,0,,,0,,,,,0
1022,0,0,0,1.789873,0,0,,,0,,,,,0
1023,0,0,0,0.128623,0,0,,,0,,,,,0
1024,0,0,0,1.243786,0,0,,,0,,,,,0
1025,0,0,0,1.044111,0,0,,,0,,,,,0
1026,0,0,0,0.668022,0,0,,,0,,,,,0
1027,0,0,0,0.799151,0,0,,,0,,,,,0
1028,0,0,0,1.21256,0,0,,,0,,,,,0
1029,0,0,0,0.624313,0,0,,,0,,,,,0
1030,0,0,0,1.126394,0,0,,,0,,,,,0
1031,0,0,0,1.249543,0,0,,,0,,,,,0
1032,0,0,0,0.932225,0,0,,,0,,,,,0
1033,0,0,0,1.166435,0,0,,,0,,,,,0
1034,0,0,0,0.001296,0,0,,,0,,,,,0
1035,0,0,0,1.177035,0,0,,,0,,,,,0
1036,0,0,0,0.223162,0,0,,,0,,,,,0
1037,0,0,0,0.871883,0,0,,,0,,,,,0
1038,0,0,0,0.194578,0,0,,,0,,,,,0
1039,0,0,0,0.774658,0,0,,,0,,,,,0
1040,0,0,0,0.510544,0,0,,,0,,,,,0
1041,0,0,0,1.102929,0,0,,,0,,,,,0
1042,0,0,0,1.065007,0,0,,,0,,,,,0
1043,0,0,0,0.359296,0,0,,,0,,,,,0
1044,0,0,0,1.353902,0,0,,,0,,,,,0
1045,0,0,0,0.611971,0,0,,,0,,,,,0
1046,0,0,0,0.317913,0,0,,,0,,,,,0
1047,0,0,0,0.229166,0,0,,,0,,,,,0
1048,0,0,0,1.165414,0,0,,,0,,,,,0
1049,0,0,0,0.480651,0,0,,,0,,,,,0
1050,0,0,0,0.76615,0,0,,,0,,,,,0
1051,0,0,0,1.251862,0,0,,,0,,,,,0
1052,0,0,0,2.083863,0,0,,,0,,,,,0
1053,0,0,0,1.243755,0,0,,,0,,,,,0
1054,0,0,0,1.175686,0,0,,,0,,,,,0
1055,0,0,0,0.69103,0,0,,,0,,,,,0
1056,0,0,0,0.319161,0,0,,,0,,,,,0
1057,0,0,0,4.6093,0,0,,,0,,,,,0
1058,0,0,0,2.70932,0,0,,,0,,,,,0
1059,0,0,0,0.138838,0,0,,,0,,,,,0
1060,0,0,0,1.354819,0,0,,,0,,,,,0
1061,0,0,0,0.320192,0,0,,,0,,,,,0
1062,0,0,0,1.065647,0,0,,,0,,,,,0
1063,0,0,0,0.086715,0,0,,,0,,,,,0
1064,0,0,0,0.816838,0,0,,,0,,,,,0
1065,0,0,0,1.274737,0,0,,,0,,,,,0
1066,0,0,0,0.707931,0,0,,,0,,,,,0
1067,0,0,0,0.602209,0,0,,,0,,,,,0
1068,0,0,0,0.072698,0,0,,,0,,,,,0
1069,0,0,0,1.037869,0,0,,,0,,,,,0
1070,0,0,0,0.105127,0,0,,,0,,,,,0
1071,0,0,0,0.787338,0,0,,,0,,,,,0
1072,0,0,0,0.322581,0,0,,,0,,,,,0
1073,0,0,0,0.446429,0,0,,,0,,,,,0
1074,0,0,0,1.287264,0,0,,,0,,,,,0
1075,0,0,0,1.223068,0,0,,,0,,,,,0
1076,0,0,0,0.550383,0,0,,,0,,,,,0
1077,0,0,0,1.127229,0,0,,,0,,,,,0
1078,0,0,0,1.216028,0,0,,,0,,,,,0
1079,0,0,0,0.762371,0,1,,,0,,,,,0
1080,0,0,0,1.098252,0,0,,,0,,,,,0
1081,0,0,0,0.651342,0,0,,,0,,,,,0
1082,0,0,0,0.806189,0,0,,,0,,,,,0
1083,0,0,0,0.285533,0,0,,,0,,,,,0
1084,0,0,0,0.015239,0,0,,,0,,,,,0
1085,0,0,0,1.038123,0,0,,,0,,,,,0
1086,0,0,0,1.266814,0,0,,,0,,,,,0
1087,0,0,0,0.08529,0,0,,,0,,,,,0
1088,0,0,0,1.011564,0,0,,,0,,,,,0
1089,0,0,0,1.023763,0,0,,,0,,,,,0
1090,0,0,0,0.898743,0,0,,,0,,,,,0
1091,0,0,0,2.062991,0,0,,,0,,,,,0
1092,0,0,0,1.10324,0,0,,,0,,,,,0
1093,0,0,0,1.929769,0,0,,,0,,,,,0
1094,0,0,0,3.609282,0,0,,,0,,,,,0
1095,0,0,0,0,0,0,,,0,,,,,0
1096,0,0,0,1.064055,0,0,,,0,,,,,0
1097,0,0,0,0.249179,0,0,,,0,,,,,0
1098,0,0,0,1.448923,0,0,,,0,,,,,0
1099,0,0,0,1.097228,0,0,,,0,,,,,0
1100,0,0,0,0.442192,0,0,,,0,,,,,0
1101,0,0,0,11.424246,0,0,,,0,,,,,0
1102,0,0,0,0.551541,0,0,,,0,,,,,0
1103,0,0,0,1.32552,0,3,,,0,,,,,0
1104,0,0,0,1.008009,0,0,,,0,,,,,0
1105,0,0,0,3.183412,0,0,,,0,,,,,0
1106,0,0,0,1.118251,0,0,,,0,,,,,0
1107,0,0,0,1.093405,0,0,,,0,,,,,0
1108,0,0,0,1.179039,0,0,,,0,,,,,0
1109,0,0,0,0.243747,0,0,,,0,,,,,0
1110,0,0,0,0.112127,0,0,,,0,,,,,0
1111,0,0,0,0.250652,0,0,,,0,,,,,0
1112,0,0,0,1.332789,0,0,,,0,,,,,0
1113,0,0,0,1.541262,0,0,,,0,,,,,0
1114,0,0,0,2.178467,0,0,,,0,,,,,0
1115,0,0,0,5.407079,0,0,,,0,,,,,0
1116,0,0,0,1.159834,0,0,,,0,,,,,0
1117,0,0,0,0.039092,0,0,,,0,,,,,0
1118,0,0,0,0.064495,0,0,,,0,,,,,0
1119,0,0,0,1.959284,0,0,,,0,,,,,0
1120,0,0,0,5.449738,0,0,,,0,,,,,0
1121,0,0,0,2.211424,0,0,,,0,,,,,0
1122,0,0,0,0.075342,0,0,,,0,,,,,0
1123,0,0,0,1.367613,0,0,,,0,,,,,0
1124,0,0,0,1.138731,0,0,,,0,,,,,0
1125,0,0,0,1.045068,0,0,,,0,,,,,0
1126,0,0,0,2.559703,0,0,,,0,,,,,0
1127,0,0,0,0.103598,0,0,,,0,,,,,0
1128,0,0,0,0.239761,0,0,0.2231,28,1,,,,,0
1129,0,0,0,0.157727,0,0,,,0,,,,,0
1130,0,0,0,0.542431,0,0,0.0154,14,1,,,,,0
1131,0,0,0,0.410864,0,1,0.0019,4,1,,,,,0
1132,0,0,0,1.083785,0,0,0.0019,4,1,,,,,0
1133,12,5,0.191094,1.308256,0.191094,4,0.05,6,1,,,,,0
1134,12,1,0.00057,1.712726,0.00057,1,0.05,6,1,,,,,0
1135,12,1,0.000856,1.141221,0.000856,1,0,0,1,,,,,0
1136,12,1,0.001019,0.957929,0.001019,1,2.3808,203,1,,,,,0
1137,12,8,12.357913,1.294717,12.357914,6,2.3808,203,1,,,,,0
1138,12,3,0.01454,1.07465,0.01454,3,0.0077,19,1,,,,,0
1139,12,4,0.109397,0.571315,0.109397,1,0.0077,19,1,,,,,0
1140,12,7,3.682261,1.086289,3.68226,2,0.0904,298,1,,,,,0
1141,12,3,0.014493,1.078071,0.014493,2,0.0904,298,1,,,,,0
1142,12,1,0.000951,1.026621,0.000951,1,0.0904,298,1,,,,,0
1143,12,1,0.000428,2.279621,0.000428,1,0.0269,36,1,,,,,0
1144,12,1,0.000647,1.510419,0.000647,1,0.0269,36,1,,,,,0
1145,12,2,0.003107,1.257231,0.003107,3,0.0269,36,1,,,,,0
1146,12,3,0.007901,1.977598,0.007901,0,0.1538,45,1,,,,,0
1147,12,1,0.005113,0.190987,0.005113,0,0.0173,50,1,,,,,0
1148,12,1,0.00054,1.808634,0.00054,1,0.0904,298,1,,,,,0
1149,12,1,0.001073,0.910432,0.001073,1,0.0269,36,1,,,,,0
1150,12,1,0.000649,1.504727,0.000649,1,0.0269,36,1,,,,,0
1151,12,5,0.266085,0.939549,0.266085,1,0.0269,36,1,,,,,0
1152,12,5,0.265741,0.940767,0.265741,6,0.075,27,1,,,,,0
1153,12,1,0.000554,1.762034,0.000554,0,0.0173,50,1,,,,,0
1154,12,5,0.227833,1.097295,0.227833,3,0.0173,50,1,,,,,0
1155,12,1,0.001056,0.924779,0.001056,1,0.0077,6,1,,,,,0
1156,12,2,0.002906,1.344214,0.002906,1,0.0269,36,1,,,,,0
1157,12,1,0.001098,0.889801,0.001098,1,0.0269,26,1,,,,,0
1158,12,3,0.018807,0.830829,0.018807,2,0.0077,4,1,,,,,0
1159,12,1,0.000562,1.737326,0.000562,0,0,0,1,,,,,0
1160,12,2,0.002772,1.409201,0.002772,1,0,0,1,,,,,0
1161,12,2,0.0027,1.446921,0.0027,2,0.0077,4,1,,,,,0
1162,12,1,0.0009,1.085214,0.0009,0,0.0077,4,1,,,,,0
1163,12,4,0.036926,1.692582,0.036926,3,0.0019,2,1,,,,,0
1164,12,6,0.585117,1.70906,0.585117,6,0.0615,88,1,,,,,0
1165,12,3,0.014876,1.050372,0.014876,1,0.0615,88,1,,,,,0
1166,12,1,0.00044,2.221494,0.00044,1,0.0115,5,1,,,,,0
1167,12,5,0.112686,2.21856,0.112686,4,0.0019,2,1,,,,,0
1168,12,3,0.007009,2.229298,0.007009,1,0,0,1,,,,,0
1169,12,4,0.04971,1.257286,0.04971,3,7.1846,1582,1,,,,,0
1170,12,1,0.000449,2.17378,0.000449,1,0.0615,88,1,,,,,0
1171,12,5,0.324023,0.77155,0.324023,1,0.3962,148,1,,,,,0
1172,12,4,0.054939,1.137633,0.054939,4,0.3962,148,1,,,,,0
